TI Application Number,SRP Registration Number (Transferred to TI),Program,Premise Last Name,Premise Company,Premise Installation Address (Commercial Only),Premise City,Premise                         Zip,County                      Code,PTO Date (Interconnection Date), Calculated Total System Size ,Customer Type,Interconnection,Third Party Ownership,Project Type,Subsection,EDC Program,Contractor Company,Electric Utility Name,Status,Acceptance Date,Registration Received Date,Completion           Date
NJSTRE1545384875,NJSRRE1543478096,Transition Incentive Program,Cupo,,,Teaneck,7666,7,,2.52,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Trinity Solar,PSE&G,Accepted,4/12/2019,6/12/2019,30/04/2022
NJSTRE1545383249,NJSRRE1542528443,Transition Incentive Program,Lindquist,,,NORTHFIELD,8225,19,,2.52,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,11/10/2019,15/10/2019,30/04/2022
NJSTRE1545383407,NJSRRE1543418133,Transition Incentive Program,Garcia,,,JerseyCity,7305,8,,2.52,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,18/11/2019,21/11/2019,30/04/2022
NJSTRE1546860782,,Transition Incentive Program,Mauro,,,Mahwah,7430,7,,2.52,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Freedom Forever New Jersey LLC,Orange Rockland Electric,Accepted,8/4/2021,12/4/2021,12/10/2022
NJSTRE1545383836,NJSRRE1542642844,Transition Incentive Program,Herrera,,,PENNSAUKEN,8109,14,,2.52,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,25/10/2019,29/10/2019,30/04/2022
NJSTRE1546936771,,Transition Incentive Program,Echevarria,,,Passaic,7055,6,,2.52,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1545387635,NJSRRE1544524133,Transition Incentive Program,Artale,,,Rutherford,7070,7,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,24/02/2020,26/02/2020,30/04/2022
NJSTRE1546776823,,Transition Incentive Program,Daily,,,Perth Amboy,8861,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,23/03/2021,25/03/2021,25/09/2022
NJSTRE1546842571,,Transition Incentive Program,Solanki,,,Wayne,7470,6,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,6/4/2021,7/4/2021,7/10/2022
NJSTRE1546483250,,Transition Incentive Program,De Sorbo,,,Cape May,8204,21,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,8/1/2021,11/1/2021,11/7/2022
NJSTRE1546943019,,Transition Incentive Program,Ryan,,,Mount Ephraim,8059,14,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,4/5/2021,6/5/2021,6/11/2022
NJSTRE1546962616,,Transition Incentive Program,Rodriguez,,,Union,7087,8,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,10/5/2021,12/5/2021,12/11/2022
NJSTRE1545985289,,Transition Incentive Program,Sieczkowski,,,Little Egg Harbor,8087,18,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,9/11/2020,12/11/2020,12/5/2022
NJSTRE1546774906,,Transition Incentive Program,James,,,Bridgeton,8302,20,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,22/03/2021,26/03/2021,26/09/2022
NJSTRE1546808365,,Transition Incentive Program,Sajewicz,,,Bayville,8721,18,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,1/4/2021,5/4/2021,5/10/2022
NJSTRE1546742072,,Transition Incentive Program,Gonzalez,,,West New York,7093,8,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,12/3/2021,16/03/2021,16/09/2022
NJSTRE1547075501,,Transition Incentive Program,Reynolds,,,Pleasantville,8232,19,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,17/06/2021,18/06/2021,18/12/2022
NJSTRE1547124534,,Transition Incentive Program,Coombs,,,Delanco,8075,13,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,17/06/2021,24/06/2021,24/12/2022
NJSTRE1545383630,NJSRRE1542581462,Transition Incentive Program,Ramirez,,,Atlantic City,8401,19,,2.56,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Castle Energy, LLC",AC Electric,Accepted,24/10/2019,28/10/2019,30/04/2022
NJSTRE1545384873,NJSRRE1544529842,Transition Incentive Program,Jimenez,,,SOUTH AMBOY,8879,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,26/02/2020,27/02/2020,30/04/2022
NJSTRE1545389129,NJSRRE1544796052,Transition Incentive Program,Natale,,,MIDDLETOWN,7748,17,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,3/4/2020,9/4/2020,30/04/2022
NJSTRE1547068036,,Transition Incentive Program,Feliz,,,Union,7083,10,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,25/05/2021,26/05/2021,26/11/2022
NJSTRE1547001162,,Transition Incentive Program,Creeden,,,Millville,8332,20,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,17/05/2021,18/05/2021,18/11/2022
NJSTRE1545311146,NJSRRE1544347590,Transition Incentive Program,Lakhram,,,Jersey City,7305,8,,2.56,Residential,Behind the meter,No,Net-metered residential rooftop and canopy,,None,Skyline Solar LLC,PSE&G,Accepted,3/2/2020,5/2/2020,30/04/2022
NJSTRE1545387009,NJSRRE1544540648,Transition Incentive Program,Freeman,,,Trenton,8609,12,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,26/02/2020,28/02/2020,30/04/2022
NJSTRE1545389098,NJSRRE1544776394,Transition Incentive Program,Dedova,,,E BRUNSWICK,8816,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,31/03/2020,9/4/2020,30/04/2022
NJSTRE1546352217,,Transition Incentive Program,Garcia,,,Fairview,7022,7,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,14/12/2020,14/12/2020,14/06/2022
NJSTRE1545387853,NJSRRE1544765108,Transition Incentive Program,Sady,,,CLIFTON,7013,6,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,26/03/2020,30/03/2020,30/04/2022
NJSTRE1546421716,,Transition Incentive Program,Ramadhar,,,Pennsauken,8109,14,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,4/1/2021,5/1/2021,5/7/2022
NJSTRE1546278439,,Transition Incentive Program,Patel,,,Iselin,8830,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,4/12/2020,7/12/2020,7/6/2022
NJSTRE1545735102,,Transition Incentive Program,OLIN,,,Scotch Plains,7076,10,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,14/10/2020,22/10/2020,30/04/2022
NJSTRE1545387376,NJSRRE1544465788,Transition Incentive Program,Garibaldi,,,TOMS RIVER,8753,18,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,17/02/2020,19/02/2020,30/04/2022
NJSTRE1546879832,,Transition Incentive Program,Rios,,,Newark,7104,9,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Trinity Solar,PSE&G,Accepted,12/4/2021,14/04/2021,14/10/2022
NJSTRE1547144577,,Transition Incentive Program,Ross,,,Edison,8817,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,17/06/2021,18/06/2021,18/12/2022
NJSTRE1545388125,NJSRRE1544708847,Transition Incentive Program,Fan,,,NORTH BRUNSWICK,8902,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,19/03/2020,20/03/2020,30/04/2022
NJSTRE1546661373,,Transition Incentive Program,Chang,,,West New York,7093,8,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,17/02/2021,18/02/2021,18/08/2022
NJSTRE1545714786,,Transition Incentive Program,SCOTT,,,PEQUANNOCK,7440,3,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,9/10/2020,13/10/2020,30/04/2022
NJSTRE1546962599,,Transition Incentive Program,Downing,,,MARLTON,8053,13,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,6/5/2021,10/5/2021,10/11/2022
NJSTRE1546749960,,Transition Incentive Program,Czerniecki,,,Marlton,8053,13,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,15/03/2021,16/03/2021,16/09/2022
NJSTRE1545388837,NJSRRE1544868440,Transition Incentive Program,Sagar,,,ELIZABETH,7206,10,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,21/04/2020,27/04/2020,30/04/2022
NJSTRE1545387268,NJSRRE1543848705,Transition Incentive Program,Paolercio,,,Little Egg Harbor Township,8087,18,,2.56,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",AC Electric,Eligible for TI Program,31/12/2019,15/01/2020,30/10/2021
NJSTRE1545636465,,Transition Incentive Program,Mann,,,PLAINFIELD,7062,10,,2.56,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,29/09/2020,30/09/2020,30/04/2022
NJSTRE1546404633,,Transition Incentive Program,Ross,,,Perth Amboy,8861,11,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,21/12/2020,23/12/2020,23/06/2022
NJSTRE1546761555,,Transition Incentive Program,Holman SR,,,Toms River,8753,18,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",JCP&L,Accepted,18/03/2021,22/03/2021,22/09/2022
NJSTRE1545388342,NJSRRE1544617421,Transition Incentive Program,Gonor,,,FAIR LAWN,7410,7,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,6/3/2020,11/3/2020,30/04/2022
NJSTRE1547009942,,Transition Incentive Program,Moran,,,Pennsauken,8109,14,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,19/05/2021,20/05/2021,20/11/2022
NJSTRE1545769206,,Transition Incentive Program,Rodriguez,,,Union City,7087,8,,2.56,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Trinity Solar,PSE&G,Accepted,19/10/2020,21/10/2020,30/04/2022
NJSTRE1545351215,,Transition Incentive Program,Mastalesz,,,HAMILTON,8610,12,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,28/07/2020,7/8/2020,30/04/2022
NJSTRE1547142557,,Transition Incentive Program,Patel,,,Hillsborough,8844,5,,2.6,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,14/06/2021,25/06/2021,25/12/2022
NJSTRE1545619519,,Transition Incentive Program,MORRIS-ALBER,,,EGG HBR TWP,8234,19,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",AC Electric,Accepted,24/09/2020,25/09/2020,30/04/2022
NJSTRE1545545606,,Transition Incentive Program,Gobin,,,JERSEY CITY,7305,8,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,10/9/2020,11/9/2020,30/04/2022
NJSTRE1545629316,,Transition Incentive Program,Endara,,,BELLEVILLE,7109,9,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,28/09/2020,30/09/2020,30/04/2022
NJSTRE1545574831,,Transition Incentive Program,Berry,,,GARWOOD,7027,10,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,15/09/2020,15/09/2020,30/04/2022
NJSTRE1545400727,,Transition Incentive Program,Yeshineh,,,Secaucus Town,7094,8,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Tesla Energy Operations Inc.,PSE&G,Accepted,5/8/2020,10/8/2020,30/04/2022
NJSTRE1546669716,,Transition Incentive Program,Samedi,,,Chesterfield,8515,13,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Vivint Solar Developer, LLC",PSE&G,Accepted,19/02/2021,23/02/2021,23/08/2022
NJSTRE1546229491,,Transition Incentive Program,Weinberg,,,Waterford,8089,14,,2.6,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,SunnyMac LLC,AC Electric,Accepted,23/11/2020,25/11/2020,25/05/2022
NJSTRE1545384205,NJSRRE1542543887,Transition Incentive Program,NYANGAGA,,,Newark City,7112,9,,2.61,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,15/10/2019,17/10/2019,30/10/2021
NJSTRE1545384214,NJSRRE1542581815,Transition Incentive Program,Gerbino,,,Waterford,8089,14,,2.61,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",AC Electric,Eligible for TI Program,24/10/2019,15/01/2020,30/10/2021
NJSTRE1545382446,NJSRRE1541857627,Transition Incentive Program,Humberto Ramirez,,,Morristown,7960,3,,2.61,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",JCP&L,Eligible for TI Program,17/08/2019,9/9/2019,30/10/2021
NJSTRE1545382822,NJSRRE1542248737,Transition Incentive Program,Rucker,,,Bloomfield Twp,7003,9,,2.61,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,5/9/2019,10/9/2019,30/10/2021
NJSTRE1545383909,NJSRRE1543065468,Transition Incentive Program,Anozie,,,Newark,7106,9,,2.61,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,11/11/2019,13/11/2019,30/04/2022
NJSTRE1545384429,NJSRRE1543421583,Transition Incentive Program,Azubike,,,Manville,8835,5,,2.61,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,19/11/2019,21/11/2019,30/10/2021
NJSTRE1546890438,,Transition Incentive Program,Jimenez Perez,,,Vineland,8360,20,,2.62,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Castle Energy, LLC",Vineland Muni Electric,Accepted,15/04/2021,19/04/2021,19/10/2022
NJSTRE1545382413,NJSRRE1541726031,Transition Incentive Program,FRANKE,,,Newark City,7108,9,,2.62,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,SunPower Capital,PSE&G,Accepted,1/8/2019,6/8/2019,30/04/2022
NJSTRE1545382951,NJSRRE1542390469,Transition Incentive Program,Maldonado,,,Camden,8103,14,,2.62,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Castle Energy, LLC",PSE&G,Accepted,11/9/2019,13/09/2019,30/04/2022
NJSTRE1546891017,,Transition Incentive Program,Gonzalez,,,Vineland,8360,20,,2.62,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Castle Energy, LLC",Vineland Muni Electric,Accepted,15/04/2021,19/04/2021,19/10/2022
NJSTRE1545387332,NJSRRE1543464182,Transition Incentive Program,Cortes,,,Millville,8332,20,,2.64,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",AC Electric,Eligible for TI Program,2/12/2019,4/12/2019,30/10/2021
NJSTRE1545478609,,Transition Incentive Program,GONZALEZ,,,JERSEY CITY,7305,8,,2.64,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,19/08/2020,21/08/2020,30/04/2022
NJSTRE1546943624,,Transition Incentive Program,Gomez,,,Paterson,7514,6,,2.66,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,3/5/2021,5/5/2021,5/11/2022
NJSTRE1545384505,NJSRRE1543497852,Transition Incentive Program,MIAN,,,JERSEY CITY,7305,8,,2.68,Residential,Behind the Meter,No,Behind the Meter,,None,Infinity Solar Systems,PSE&G,Eligible for TI Program,6/12/2019,10/12/2019,30/10/2021
NJSTRE1545582868,,Transition Incentive Program,Gutierrez,,,Roselle,7203,10,,2.68,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,14/09/2020,17/09/2020,30/04/2022
NJSTRE1545613206,,Transition Incentive Program,Jordan,,,Lavallette,8735,18,,2.68,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,JCP&L,Accepted,18/09/2020,23/09/2020,30/04/2022
NJSTRE1545387002,NJSRRE1544540682,Transition Incentive Program,Duffy,,,Marmora,8223,21,,2.68,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,AC Electric,Accepted,26/02/2020,2/3/2020,30/04/2022
NJSTRE1546634459,,Transition Incentive Program,Henao,,,North Bergen,7047,8,,2.68,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,8/2/2021,10/2/2021,10/8/2022
NJSTRE1546742224,,Transition Incentive Program,Perona,,,Egg Harbor City,8215,19,,2.68,Residential,Behind the Meter,Yes,Net-metered residential ground mount,,None,Vision Solar LLC,AC Electric,Accepted,12/3/2021,16/03/2021,16/09/2022
NJSTRE1545246715,,Transition Incentive Program,Solaruz,,,Kearny Town,7032,8,,2.68,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,PSEG,Vision Solar LLC,PSE&G,Accepted,2/7/2020,20/07/2020,30/04/2022
NJSTRE1546646559,,Transition Incentive Program,Santalla-Tamayo,,,Elizabeth,7202,10,,2.68,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,11/2/2021,15/02/2021,15/08/2022
NJSTRE1546783634,,Transition Incentive Program,Cruz,,,Lodi,7644,7,,2.68,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,25/03/2021,29/03/2021,29/09/2022
